state_district,bioguide_id,sortable_name,full_name,title,first_name,middle_name,last_name,suffix,official_name,formal_name,prior_congress,party,caucus,state_code,state,district,town,office_building,office_room,office_zip,office_zip_suffix,phone,last_elected_date,sworn_date
PA15,T000467,"THOMPSON,GLENN","Thompson, Glenn",Mr.,Glenn,,Thompson,,Glenn Thompson,Mr. Thompson of Pennsylvania,116,R,R,PA,Pennsylvania,15th,Howard,CHOB,400,20515,3815,(202) 225-5121,20201103,20210103
PA16,K000376,"KELLY,MIKE","Kelly, Mike",Mr.,Mike,,Kelly,,Mike Kelly,Mr. Kelly of Pennsylvania,116,R,R,PA,Pennsylvania,16th,Butler,LHOB,1707,20515,3816,(202) 225-5406,20201103,20210103
PA17,L000588,"LAMB,CONOR","Lamb, Conor",Mr.,Conor,,Lamb,,Conor Lamb,Mr. Lamb,116,D,D,PA,Pennsylvania,17th,Mt. Lebanon,LHOB,1224,20515,3817,(202) 225-2301,20201103,20210103
PA18,D000482,"DOYLE,MICHAEL","Doyle, Michael",Mr.,Michael,F.,Doyle,,Michael F. Doyle,Mr. Michael F. Doyle of Pennsylvania,116,D,D,PA,Pennsylvania,18th,Pittsburgh,CHOB,270,20515,3818,(202) 225-2135,20201103,20210103
PR00,G000582,"GONZALEZCOLON,JENNIFFER","González-Colón, Jenniffer",Miss,Jenniffer,,González-Colón,,Jenniffer González-Colón,Miss González-Colón,116,R,R,PR,Puerto Rico,Resident Commissioner,Carolina,RHOB,2338,20515,5401,(202) 225-2615,20201103,20210103
RI01,C001084,"CICILLINE,DAVID","Cicilline, David",Mr.,David,N.,Cicilline,,David N. Cicilline,Mr. Cicilline,116,D,D,RI,Rhode Island,1st,Providence,RHOB,2233,20515,3901,(202) 225-4911,20201103,20210103
RI02,L000559,"LANGEVIN,JAMES","Langevin, James",Mr.,James,R.,Langevin,,James R. Langevin,Mr. Langevin,116,D,D,RI,Rhode Island,2nd,Warwick,RHOB,2077,20515,3902,(202) 225-2735,20201103,20210103
SC01,M000194,"MACE,NANCY","Mace, Nancy",Ms.,Nancy,,Mace,,Nancy Mace,Ms. Mace,0,R,R,SC,South Carolina,1st,Charleston,CHOB,212,20515,4001,(202) 225-3176,20201103,20210103
SC02,W000795,"WILSON,JOE","Wilson, Joe",Mr.,Joe,,Wilson,,Joe Wilson,Mr. Wilson of South Carolina,116,R,R,SC,South Carolina,2nd,Springdale,LHOB,1436,20515,4002,(202) 225-2452,20201103,20210103
SC03,D000615,"DUNCAN,JEFF","Duncan, Jeff",Mr.,Jeff,,Duncan,,Jeff Duncan,Mr. Duncan,116,R,R,SC,South Carolina,3rd,Laurens,RHOB,2229,20515,4003,(202) 225-5301,20201103,20210103
SC04,T000480,"TIMMONS,WILLIAM","Timmons, William",Mr.,William,R.,Timmons,IV,William R. Timmons IV,Mr. Timmons,116,R,R,SC,South Carolina,4th,Greenville,CHOB,267,20515,4004,(202) 225-6030,20201103,20210103
SC05,N000190,"NORMAN,RALPH","Norman, Ralph",Mr.,Ralph,,Norman,,Ralph Norman,Mr. Norman,116,R,R,SC,South Carolina,5th,Rock Hill,CHOB,569,20515,4005,(202) 225-5501,20201103,20210103
SC06,C000537,"CLYBURN,JAMES","Clyburn, James",Mr.,James,E.,Clyburn,,James E. Clyburn,Mr. Clyburn,116,D,D,SC,South Carolina,6th,Columbia,CHOB,274,20515,4006,(202) 225-3315,20201103,20210103
SC07,R000597,"RICE,TOM","Rice, Tom",Mr.,Tom,,Rice,,Tom Rice,Mr. Rice of South Carolina,116,R,R,SC,South Carolina,7th,Myrtle Beach,CHOB,460,20515,4007,(202) 225-9895,20201103,20210103
SD00,J000301,"JOHNSON,DUSTY","Johnson, Dusty",Mr.,Dusty,,Johnson,,Dusty Johnson,Mr. Johnson of South Dakota,116,R,R,SD,South Dakota,At Large,Mitchell,LHOB,1714,20515,4100,(202) 225-2801,20201103,20210103
TN01,H001086,"HARSHBARGER,DIANA","Harshbarger, Diana",Mrs.,Diana,,Harshbarger,,Diana Harshbarger,Mrs. Harshbarger,0,R,R,TN,Tennessee,1st,Kingsport,CHOB,167,20515,4201,(202) 225-6356,20201103,20210103
TN02,B001309,"BURCHETT,TIM","Burchett, Tim",Mr.,Tim,,Burchett,,Tim Burchett,Mr. Burchett,116,R,R,TN,Tennessee,2nd,Knoxville,LHOB,1122,20515,4202,(202) 225-5435,20201103,20210103
TN03,F000459,"FLEISCHMANN,CHARLES","Fleischmann, Charles",Mr.,Charles,"J. ""Chuck""",Fleischmann,,"Charles J. ""Chuck"" Fleischmann",Mr. Fleischmann,116,R,R,TN,Tennessee,3rd,Chattanooga,CHOB,462,20515,4203,(202) 225-3271,20201103,20210103
TN04,D000616,"DESJARLAIS,SCOTT","DesJarlais, Scott",Mr.,Scott,,DesJarlais,,Scott DesJarlais,Mr. DesJarlais,116,R,R,TN,Tennessee,4th,Sherwood,RHOB,2304,20515,4204,(202) 225-6831,20201103,20210103
TN05,C000754,"COOPER,JIM","Cooper, Jim",Mr.,Jim,,Cooper,,Jim Cooper,Mr. Cooper,116,D,D,TN,Tennessee,5th,Nashville,LHOB,1536,20515,4205,(202) 225-4311,20201103,20210103
TN06,R000612,"ROSE,JOHN","Rose, John",Mr.,John,W.,Rose,,John Rose,Mr. Rose,116,R,R,TN,Tennessee,6th,Cookeville,LHOB,1124,20515,4206,(202) 225-4231,20201103,20210103
TN07,G000590,"GREEN,MARK","Green, Mark",Mr.,Mark,E.,Green,,Mark E. Green,Mr. Green of Tennessee,116,R,R,TN,Tennessee,7th,Clarksville,RHOB,2446,20515,4207,(202) 225-2811,20201103,20210103
TN08,K000392,"KUSTOFF,DAVID","Kustoff, David",Mr.,David,,Kustoff,,David Kustoff,Mr. Kustoff,116,R,R,TN,Tennessee,8th,Germantown,CHOB,560,20515,4208,(202) 225-4714,20201103,20210103
TN09,C001068,"COHEN,STEVE","Cohen, Steve",Mr.,Steve,,Cohen,,Steve Cohen,Mr. Cohen,116,D,D,TN,Tennessee,9th,Memphis,RHOB,2104,20515,4209,(202) 225-3265,20201103,20210103
TX01,G000552,"GOHMERT,LOUIE","Gohmert, Louie",Mr.,Louie,,Gohmert,,Louie Gohmert,Mr. Gohmert,116,R,R,TX,Texas,1st,Tyler,RHOB,2269,20515,4301,(202) 225-3035,20201103,20210103
TX02,C001120,"CRENSHAW,DAN","Crenshaw, Dan",Mr.,Dan,,Crenshaw,,Dan Crenshaw,Mr. Crenshaw,116,R,R,TX,Texas,2nd,Humble,CHOB,413,20515,4302,(202) 225-6565,20201103,20210103
TX03,T000479,"TAYLOR,VAN","Taylor, Van",Mr.,Van,,Taylor,,Van Taylor,Mr. Taylor,116,R,R,TX,Texas,3rd,Plano,LHOB,1404,20515,4303,(202) 225-4201,20201103,20210103
TX04,F000246,"FALLON,PAT","Fallon, Pat",Mr.,Pat,,Fallon,,Pat Fallon,Mr. Fallon,0,R,R,TX,Texas,4th,Frisco,LHOB,1118,20515,4304,(202) 225-6673,20201103,20210103
TX05,G000589,"GOODEN,LANCE","Gooden, Lance",Mr.,Lance,,Gooden,,Lance Gooden,Mr. Gooden of Texas,116,R,R,TX,Texas,5th,Terrell,LHOB,1722,20515,4305,(202) 225-3484,20201103,20210103
TX06,E000071,"ELLZEY,JAKE","Ellzey, Jake",Mr.,Jake,,Ellzey,,Jake Ellzey,Mr. Ellzey,0,R,R,TX,Texas,6th,Midlothian,LHOB,1725,20515,4306,(202) 225-2002,20210727,20210730
TX07,F000468,"FLETCHER,LIZZIE","Fletcher, Lizzie",Mrs.,Lizzie,,Fletcher,,Lizzie Fletcher,Mrs. Fletcher,116,D,D,TX,Texas,7th,Houston,CHOB,119,20515,4307,(202) 225-2571,20201103,20210103
TX08,B000755,"BRADY,KEVIN","Brady, Kevin",Mr.,Kevin,,Brady,,Kevin Brady,Mr. Brady,116,R,R,TX,Texas,8th,The Woodlands,LHOB,1011,20515,4308,(202) 225-4901,20201103,20210103
TX09,G000553,"GREEN,AL","Green, Al",Mr.,Al,,Green,,Al Green,Mr. Green of Texas,116,D,D,TX,Texas,9th,Houston,RHOB,2347,20515,4309,(202) 225-7508,20201103,20210103
TX10,M001157,"MCCAUL,MICHAEL","McCaul, Michael",Mr.,Michael,T.,McCaul,,Michael T. McCaul,Mr. McCaul,116,R,R,TX,Texas,10th,Austin,RHOB,2001,20515,4310,(202) 225-2401,20201103,20210103
TX11,P000048,"PFLUGER,AUGUST","Pfluger, August",Mr.,August,,Pfluger,,August Pfluger,Mr. Pfluger,0,R,R,TX,Texas,11th,San Angelo,LHOB,1531,20515,4311,(202) 225-3605,20201103,20210103
TX12,G000377,"GRANGER,KAY","Granger, Kay",Ms.,Kay,,Granger,,Kay Granger,Ms. Granger,116,R,R,TX,Texas,12th,Fort Worth,LHOB,1026,20515,4312,(202) 225-5071,20201103,20210103
TX13,J000304,"JACKSON,RONNY","Jackson, Ronny",Mr.,Ronny,,Jackson,,Ronny Jackson,Mr. Jackson,0,R,R,TX,Texas,13th,Amarillo,CHOB,118,20515,4313,(202) 225-3706,20201103,20210103
TX14,W000814,"WEBER,RANDY","Weber, Randy",Mr.,Randy,K.,Weber,Sr.,"Randy K. Weber, Sr.",Mr. Weber of Texas,116,R,R,TX,Texas,14th,Friendswood,CHOB,107,20515,4314,(202) 225-2831,20201103,20210103
TX15,G000581,"GONZALEZ,VICENTE","Gonzalez, Vicente",Mr.,Vicente,,Gonzalez,,Vicente Gonzalez,Mr. Vicente Gonzalez of Texas,116,D,D,TX,Texas,15th,McAllen,CHOB,113,20515,4315,(202) 225-2531,20201103,20210103
TX16,E000299,"ESCOBAR,VERONICA","Escobar, Veronica",Ms.,Veronica,,Escobar,,Veronica Escobar,Ms. Escobar,116,D,D,TX,Texas,16th,El Paso,LHOB,1505,20515,4316,(202) 225-4831,20201103,20210103
TX17,S000250,"SESSIONS,PETE","Sessions, Pete",Mr.,Pete,,Sessions,,Pete Sessions,Mr. Sessions,115,R,R,TX,Texas,17th,Waco,RHOB,2204,20515,4317,(202) 225-6105,20201103,20210103
TX18,J000032,"JACKSONLEE,SHEILA","Jackson Lee, Sheila",Ms.,Sheila,,Jackson Lee,,Sheila Jackson Lee,Ms. Jackson Lee,116,D,D,TX,Texas,18th,Houston,RHOB,2426,20515,4318,(202) 225-3816,20201103,20210103
TX19,A000375,"ARRINGTON,JODEY","Arrington, Jodey",Mr.,Jodey,C.,Arrington,,Jodey C. Arrington,Mr. Arrington,116,R,R,TX,Texas,19th,Lubbock,LHOB,1107,20515,4319,(202) 225-4005,20201103,20210103
TX20,C001091,"CASTRO,JOAQUIN","Castro, Joaquin",Mr.,Joaquin,,Castro,,Joaquin Castro,Mr. Castro of Texas,116,D,D,TX,Texas,20th,San Antonio,RHOB,2241,20515,4320,(202) 225-3236,20201103,20210103
TX21,R000614,"ROY,CHIP","Roy, Chip",Mr.,Chip,,Roy,,Chip Roy,Mr. Roy,116,R,R,TX,Texas,21st,Austin,LHOB,1005,20515,4321,(202) 225-4236,20201103,20210103
TX22,N000026,"NEHLS,TROY","Nehls, Troy",Mr.,Troy,E.,Nehls,,Troy E. Nehls,Mr. Nehls,0,R,R,TX,Texas,22nd,Richmond,LHOB,1104,20515,4322,(202) 225-5951,20201103,20210103
TX23,G000594,"GONZALES,TONY","Gonzales, Tony",Mr.,Tony,,Gonzales,,Tony Gonzales,Mr. Tony Gonzales of Texas,0,R,R,TX,Texas,23rd,San Antonio,LHOB,1009,20515,4323,(202) 225-4511,20201103,20210103
TX24,V000134,"VANDUYNE,BETH","Van Duyne, Beth",Ms.,Beth,,Van Duyne,,Beth Van Duyne,Ms. Van Duyne,0,R,R,TX,Texas,24th,Irving,LHOB,1337,20515,4324,(202) 225-6605,20201103,20210103
TX25,W000816,"WILLIAMS,ROGER","Williams, Roger",Mr.,Roger,,Williams,,Roger Williams,Mr. Williams of Texas,116,R,R,TX,Texas,25th,Weatherford,LHOB,1708,20515,4325,(202) 225-9896,20201103,20210103
TX26,B001248,"BURGESS,MICHAEL","Burgess, Michael",Mr.,Michael,C.,Burgess,,Michael C. Burgess,Mr. Burgess,116,R,R,TX,Texas,26th,Pilot Point,RHOB,2161,20515,4326,(202) 225-7772,20201103,20210103
TX27,C001115,"CLOUD,MICHAEL","Cloud, Michael",Mr.,Michael,,Cloud,,Michael Cloud,Mr. Cloud,116,R,R,TX,Texas,27th,Victoria,CHOB,512,20515,4327,(202) 225-7742,20201103,20210103
TX28,C001063,"CUELLAR,HENRY","Cuellar, Henry",Mr.,Henry,,Cuellar,,Henry Cuellar,Mr. Cuellar,116,D,D,TX,Texas,28th,Laredo,RHOB,2372,20515,4328,(202) 225-1640,20201103,20210103
TX29,G000587,"GARCIA,SYLVIA","Garcia, Sylvia",Ms.,Sylvia,R.,Garcia,,Sylvia R. Garcia,Ms. Garcia of Texas,116,D,D,TX,Texas,29th,Houston,LHOB,1620,20515,4329,(202) 225-1688,20201103,20210103
TX30,J000126,"JOHNSON,EDDIE","Johnson, Eddie",Ms.,Eddie,Bernice,Johnson,,Eddie Bernice Johnson,Ms. Johnson of Texas,116,D,D,TX,Texas,30th,Dallas,RHOB,2306,20515,4330,(202) 225-8885,20201103,20210103
TX31,C001051,"CARTER,JOHN","Carter, John",Mr.,John,R.,Carter,,John R. Carter,Mr. Carter of Texas,116,R,R,TX,Texas,31st,Round Rock,RHOB,2208,20515,4331,(202) 225-3864,20201103,20210103
TX32,A000376,"ALLRED,COLIN","Allred, Colin",Mr.,Colin,Z.,Allred,,Colin Z. Allred,Mr. Allred,116,D,D,TX,Texas,32nd,Dallas,CHOB,114,20515,4332,(202) 225-2231,20201103,20210103
TX33,V000131,"VEASEY,MARC","Veasey, Marc",Mr.,Marc,A.,Veasey,,Marc A. Veasey,Mr. Veasey,116,D,D,TX,Texas,33rd,Fort Worth,RHOB,2348,20515,4333,(202) 225-9897,20201103,20210103
TX34,F000473,"FLORES,MAYRA","Flores, Mayra",Mrs.,Mayra,,Flores,,Mayra Flores,Mrs. Flores,0,R,R,TX,Texas,34th,McAllen,CHOB,307,20515,4334,(202) 225-9901,20220614,20220621
TX35,D000399,"DOGGETT,LLOYD","Doggett, Lloyd",Mr.,Lloyd,,Doggett,,Lloyd Doggett,Mr. Doggett,116,D,D,TX,Texas,35th,Austin,RHOB,2307,20515,4335,(202) 225-4865,20201103,20210103
TX36,B001291,"BABIN,BRIAN","Babin, Brian",Mr.,Brian,,Babin,,Brian Babin,Mr. Babin,116,R,R,TX,Texas,36th,Woodville,RHOB,2236,20515,4336,(202) 225-1555,20201103,20210103
UT01,M001213,"MOORE,BLAKE","Moore, Blake",Mr.,Blake,D.,Moore,,Blake D. Moore,Mr. Moore of Utah,0,R,R,UT,Utah,1st,Salt Lake City,LHOB,1320,20515,4401,(202) 225-0453,20201103,20210103
UT02,S001192,"STEWART,CHRIS","Stewart, Chris",Mr.,Chris,,Stewart,,Chris Stewart,Mr. Stewart,116,R,R,UT,Utah,2nd,Farmington,CHOB,166,20515,4402,(202) 225-9730,20201103,20210103
UT03,C001114,"CURTIS,JOHN","Curtis, John",Mr.,John,R.,Curtis,,John R. Curtis,Mr. Curtis,116,R,R,UT,Utah,3rd,Provo,RHOB,2400,20515,4403,(202) 225-7751,20201103,20210103
UT04,O000086,"OWENS,BURGESS","Owens, Burgess",Mr.,Burgess,,Owens,,Burgess Owens,Mr. Owens,0,R,R,UT,Utah,4th,Salt Lake City,LHOB,1039,20515,4404,(202) 225-3011,20201103,20210103
VA01,W000804,"WITTMAN,ROBERT","Wittman, Robert",Mr.,Robert,J.,Wittman,,Robert J. Wittman,Mr. Wittman,116,R,R,VA,Virginia,1st,Montross,RHOB,2055,20515,4601,(202) 225-4261,20201103,20210103
VA02,L000591,"LURIA,ELAINE","Luria, Elaine",Mrs.,Elaine,G.,Luria,,Elaine G. Luria,Mrs. Luria,116,D,D,VA,Virginia,2nd,Norfolk,CHOB,412,20515,4602,(202) 225-4215,20201103,20210103
VA03,S000185,"SCOTT,ROBERT","Scott, Robert",Mr.,Robert,"C. ""Bobby""",Scott,,"Robert C. ""Bobby"" Scott",Mr. Scott of Virginia,116,D,D,VA,Virginia,3rd,Newport News,RHOB,2328,20515,4603,(202) 225-8351,20201103,20210103
VA04,,,,,,,,,,,0,,,VA,Virginia,4th,,CHOB,314,20515,4604,(202) 225-6365,,
VA05,G000595,"GOOD,BOB","Good, Bob",Mr.,Bob,,Good,,Bob Good,Mr. Good of Virginia,0,R,R,VA,Virginia,5th,Lynchburg,LHOB,1213,20515,4605,(202) 225-4711,20201103,20210103
VA06,C001118,"CLINE,BEN","Cline, Ben",Mr.,Ben,,Cline,,Ben Cline,Mr. Cline,116,R,R,VA,Virginia,6th,Botetourt,RHOB,2443,20515,4606,(202) 225-5431,20201103,20210103
VA07,S001209,"SPANBERGER,ABIGAIL","Spanberger, Abigail",Ms.,Abigail,Davis,Spanberger,,Abigail Davis Spanberger,Ms. Spanberger,116,D,D,VA,Virginia,7th,Glen Allen,LHOB,1431,20515,4607,(202) 225-2815,20201103,20210103
VA08,B001292,"BEYER,DONALD","Beyer, Donald",Mr.,Donald,S.,Beyer,Jr.,"Donald S. Beyer, Jr.",Mr. Beyer,116,D,D,VA,Virginia,8th,Alexandria,LHOB,1119,20515,4608,(202) 225-4376,20201103,20210103
VA09,G000568,"GRIFFITH,H.","Griffith, H.",Mr.,H.,Morgan,Griffith,,H. Morgan Griffith,Mr. Griffith,116,R,R,VA,Virginia,9th,Salem,RHOB,2202,20515,4609,(202) 225-3861,20201103,20210103
VA10,W000825,"WEXTON,JENNIFER","Wexton, Jennifer",Ms.,Jennifer,,Wexton,,Jennifer Wexton,Ms. Wexton,116,D,D,VA,Virginia,10th,Leesburg,LHOB,1217,20515,4610,(202) 225-5136,20201103,20210103
VA11,C001078,"CONNOLLY,GERALD","Connolly, Gerald",Mr.,Gerald,E.,Connolly,,Gerald E. Connolly,Mr. Connolly,116,D,D,VA,Virginia,11th,Fairfax,RHOB,2238,20515,4611,(202) 225-1492,20201103,20210103
VI00,P000610,"PLASKETT,STACEY","Plaskett, Stacey",Ms.,Stacey,E.,Plaskett,,Stacey E. Plaskett,Ms. Plaskett,116,D,D,VI,Virgin Islands,Delegate,St. Croix,RHOB,2404,20515,5500,(202) 225-1790,20201103,20210103
VT00,W000800,"WELCH,PETER","Welch, Peter",Mr.,Peter,,Welch,,Peter Welch,Mr. Welch,116,D,D,VT,Vermont,At Large,Norwich,RHOB,2187,20515,4500,(202) 225-4115,20201103,20210103
WA01,D000617,"DELBENE,SUZAN","DelBene, Suzan",Ms.,Suzan,K.,DelBene,,Suzan K. DelBene,Ms. DelBene,116,D,D,WA,Washington,1st,Medina,RHOB,2330,20515,4701,(202) 225-6311,20201103,20210103
WA02,L000560,"LARSEN,RICK","Larsen, Rick",Mr.,Rick,,Larsen,,Rick Larsen,Mr. Larsen of Washington,116,D,D,WA,Washington,2nd,Everett,RHOB,2163,20515,4702,(202) 225-2605,20201103,20210103
WA03,H001056,"HERRERABEUTLER,JAIME","Herrera Beutler, Jaime",Ms.,Jaime,,Herrera Beutler,,Jaime Herrera Beutler,Ms. Herrera Beutler,116,R,R,WA,Washington,3rd,Battle Ground,RHOB,2352,20515,4703,(202) 225-3536,20201103,20210103
WA04,N000189,"NEWHOUSE,DAN","Newhouse, Dan",Mr.,Dan,,Newhouse,,Dan Newhouse,Mr. Newhouse,116,R,R,WA,Washington,4th,Sunnyside,CHOB,504,20515,4704,(202) 225-5816,20201103,20210103
WA05,M001159,"RODGERS,CATHY","Rodgers, Cathy",Mrs.,Cathy,McMorris,Rodgers,,Cathy McMorris Rodgers,Mrs. Rodgers of Washington,116,R,R,WA,Washington,5th,Spokane,LHOB,1035,20515,4705,(202) 225-2006,20201103,20210103
WA06,K000381,"KILMER,DEREK","Kilmer, Derek",Mr.,Derek,,Kilmer,,Derek Kilmer,Mr. Kilmer,116,D,D,WA,Washington,6th,Gig Harbor,RHOB,2059,20515,4706,(202) 225-5916,20201103,20210103
WA07,J000298,"JAYAPAL,PRAMILA","Jayapal, Pramila",Ms.,Pramila,,Jayapal,,Pramila Jayapal,Ms. Jayapal,116,D,D,WA,Washington,7th,Seattle,RHOB,2346,20515,4707,(202) 225-3106,20201103,20210103
WA08,S001216,"SCHRIER,KIM","Schrier, Kim",Ms.,Kim,,Schrier,,Kim Schrier,Ms. Schrier,116,D,D,WA,Washington,8th,Sammamish,LHOB,1123,20515,4708,(202) 225-7761,20201103,20210103
WA09,S000510,"SMITH,ADAM","Smith, Adam",Mr.,Adam,,Smith,,Adam Smith,Mr. Smith of Washington,116,D,D,WA,Washington,9th,Bellevue,RHOB,2264,20515,4709,(202) 225-8901,20201103,20210103
WA10,S001159,"STRICKLAND,MARILYN","Strickland, Marilyn",Ms.,Marilyn,,Strickland,,Marilyn Strickland,Ms. Strickland,0,D,D,WA,Washington,10th,Tacoma,LHOB,1004,20515,4710,(202) 225-9740,20201103,20210103
WI01,S001213,"STEIL,BRYAN","Steil, Bryan",Mr.,Bryan,,Steil,,Bryan Steil,Mr. Steil,116,R,R,WI,Wisconsin,1st,Janesville,LHOB,1526,20515,4901,(202) 225-3031,20201103,20210103
WI02,P000607,"POCAN,MARK","Pocan, Mark",Mr.,Mark,,Pocan,,Mark Pocan,Mr. Pocan,116,D,D,WI,Wisconsin,2nd,Town of Vermont,LHOB,1727,20515,4902,(202) 225-2906,20201103,20210103
WI03,K000188,"KIND,RON","Kind, Ron",Mr.,Ron,,Kind,,Ron Kind,Mr. Kind,116,D,D,WI,Wisconsin,3rd,La Crosse,LHOB,1502,20515,4903,(202) 225-5506,20201103,20210103
WI04,M001160,"MOORE,GWEN","Moore, Gwen",Ms.,Gwen,,Moore,,Gwen Moore,Ms. Moore of Wisconsin,116,D,D,WI,Wisconsin,4th,Milwaukee,RHOB,2252,20515,4904,(202) 225-4572,20201103,20210103
WI05,F000471,"FITZGERALD,SCOTT","Fitzgerald, Scott",Mr.,Scott,,Fitzgerald,,Scott Fitzgerald,Mr. Fitzgerald,0,R,R,WI,Wisconsin,5th,Clyman,LHOB,1507,20515,4905,(202) 225-5101,20201103,20210103
WI06,G000576,"GROTHMAN,GLENN","Grothman, Glenn",Mr.,Glenn,,Grothman,,Glenn Grothman,Mr. Grothman,116,R,R,WI,Wisconsin,6th,Glenbeulah,LHOB,1427,20515,4906,(202) 225-2476,20201103,20210103
WI07,T000165,"TIFFANY,THOMAS","Tiffany, Thomas",Mr.,Thomas,P.,Tiffany,,Thomas P. Tiffany,Mr. Tiffany,116,R,R,WI,Wisconsin,7th,Minocqua,LHOB,1719,20515,4907,(202) 225-3365,20201103,20210103
WI08,G000579,"GALLAGHER,MIKE","Gallagher, Mike",Mr.,Mike,,Gallagher,,Mike Gallagher,Mr. Gallagher,116,R,R,WI,Wisconsin,8th,Green Bay,LHOB,1230,20515,4908,(202) 225-5665,20201103,20210103
WV01,M001180,"MCKINLEY,DAVID","McKinley, David",Mr.,David,B.,McKinley,,David B. McKinley,Mr. McKinley,116,R,R,WV,West Virginia,1st,Wheeling,RHOB,2239,20515,4801,(202) 225-4172,20201103,20210103
WV02,M001195,"MOONEY,ALEXANDER","Mooney, Alexander",Mr.,Alexander,X.,Mooney,,Alexander Mooney,Mr. Mooney,116,R,R,WV,West Virginia,2nd,Charles Town,RHOB,2228,20515,4802,(202) 225-2711,20201103,20210103
WV03,M001205,"MILLER,CAROL","Miller, Carol",Mrs.,Carol,D.,Miller,,Carol D. Miller,Mrs. Miller of West Virginia,116,R,R,WV,West Virginia,3rd,Huntington,CHOB,465,20515,4803,(202) 225-3452,20201103,20210103
WY00,C001109,"CHENEY,LIZ","Cheney, Liz",Ms.,Liz,,Cheney,,Liz Cheney,Ms. Cheney,116,R,R,WY,Wyoming,At Large,Wilson,CHOB,416,20515,5000,(202) 225-2311,20201103,20210103
