state_district,bioguide_id,full_name,formal_name,title,first_name,middle_name,last_name,suffix,sortable_name,prior_congress,official_name,party,caucus,state_code,state,district,town,office_building,office_room,office_zip,office_zip_suffix,phone,last_elected_date,sworn_date
PA14,R000610,"Reschenthaler, Guy",Mr. Reschenthaler,Mr.,Guy,,Reschenthaler,,"RESCHENTHALER,GUY",0,Guy Reschenthaler,R,R,PA,Pennsylvania,14th,Peters Township,CHOB,531,20515,3814,(202) 225-2065,20181106,20190103
PA15,T000467,"Thompson, Glenn",Mr. Thompson of Pennsylvania,Mr.,Glenn,,Thompson,,"THOMPSON,GLENN",115,Glenn Thompson,R,R,PA,Pennsylvania,15th,Howard,CHOB,400,20515,3815,(202) 225-5121,20181106,20190103
PA16,K000376,"Kelly, Mike",Mr. Kelly of Pennsylvania,Mr.,Mike,,Kelly,,"KELLY,MIKE",115,Mike Kelly,R,R,PA,Pennsylvania,16th,Butler,LHOB,1707,20515,3816,(202) 225-5406,20181106,20190103
PA17,L000588,"Lamb, Conor",Mr. Lamb,Mr.,Conor,,Lamb,,"LAMB,CONOR",115,Conor Lamb,D,D,PA,Pennsylvania,17th,Mt. Lebanon,LHOB,1224,20515,3817,(202) 225-2301,20181106,20190103
PA18,D000482,"Doyle, Michael",Mr. Michael F. Doyle of Pennsylvania,Mr.,Michael,F.,Doyle,,"DOYLE,MICHAEL",115,Michael F. Doyle,D,D,PA,Pennsylvania,18th,Pittsburgh,CHOB,306,20515,3818,(202) 225-2135,20181106,20190103
PR00,G000582,"González-Colón, Jenniffer",Miss González-Colón of Puerto Rico,Miss,Jenniffer,,González-Colón,,"GONZALEZCOLON,JENNIFFER",115,Jenniffer González-Colón,R,R,PR,Puerto Rico,Resident Commissioner,San Juan,LHOB,1609,20515,5401,(202) 225-2615,20181106,20190103
RI01,C001084,"Cicilline, David",Mr. Cicilline,Mr.,David,N.,Cicilline,,"CICILLINE,DAVID",115,David N. Cicilline,D,D,RI,Rhode Island,1st,Providence,RHOB,2233,20515,3901,(202) 225-4911,20181106,20190103
RI02,L000559,"Langevin, James",Mr. Langevin,Mr.,James,R.,Langevin,,"LANGEVIN,JAMES",115,James R. Langevin,D,D,RI,Rhode Island,2nd,Warwick,RHOB,2077,20515,3902,(202) 225-2735,20181106,20190103
SC01,C001122,"Cunningham, Joe",Mr. Cunningham,Mr.,Joe,,Cunningham,,"CUNNINGHAM,JOE",0,Joe Cunningham,D,D,SC,South Carolina,1st,Charleston,CHOB,423,20515,4001,(202) 225-3176,20181106,20190103
SC02,W000795,"Wilson, Joe",Mr. Wilson of South Carolina,Mr.,Joe,,Wilson,,"WILSON,JOE",115,Joe Wilson,R,R,SC,South Carolina,2nd,Springdale,LHOB,1436,20515,4002,(202) 225-2452,20181106,20190103
SC03,D000615,"Duncan, Jeff",Mr. Duncan,Mr.,Jeff,,Duncan,,"DUNCAN,JEFF",115,Jeff Duncan,R,R,SC,South Carolina,3rd,Laurens,RHOB,2229,20515,4003,(202) 225-5301,20181106,20190103
SC04,T000480,"Timmons, William",Mr. Timmons,Mr.,William,R.,Timmons,IV,"TIMMONS,WILLIAM",0,William R. Timmons IV,R,R,SC,South Carolina,4th,Greenville,CHOB,313,20515,4004,(202) 225-6030,20181106,20190103
SC05,N000190,"Norman, Ralph",Mr. Norman,Mr.,Ralph,,Norman,,"NORMAN,RALPH",115,Ralph Norman,R,R,SC,South Carolina,5th,Rock Hill,CHOB,319,20515,4005,(202) 225-5501,20181106,20190103
SC06,C000537,"Clyburn, James",Mr. Clyburn,Mr.,James,E.,Clyburn,,"CLYBURN,JAMES",115,James E. Clyburn,D,D,SC,South Carolina,6th,Columbia,CHOB,200,20515,4006,(202) 225-3315,20181106,20190103
SC07,R000597,"Rice, Tom",Mr. Rice of South Carolina,Mr.,Tom,,Rice,,"RICE,TOM",115,Tom Rice,R,R,SC,South Carolina,7th,Myrtle Beach,CHOB,512,20515,4007,(202) 225-9895,20181106,20190103
SD00,J000301,"Johnson, Dusty",Mr. Johnson of South Dakota,Mr.,Dusty,,Johnson,,"JOHNSON,DUSTY",0,Dusty Johnson,R,R,SD,South Dakota,At Large,Mitchell,LHOB,1508,20515,4100,(202) 225-2801,20181106,20190103
TN01,R000582,"Roe, David",Mr. David P. Roe of Tennessee,Mr.,David,P.,Roe,,"ROE,DAVID",115,David P. Roe,R,R,TN,Tennessee,1st,Johnson City,CHOB,102,20515,4201,(202) 225-6356,20181106,20190103
TN02,B001309,"Burchett, Tim",Mr. Burchett,Mr.,Tim,,Burchett,,"BURCHETT,TIM",0,Tim Burchett,R,R,TN,Tennessee,2nd,Knoxville,LHOB,1122,20515,4202,(202) 225-5435,20181106,20190103
TN03,F000459,"Fleischmann, Charles",Mr. Fleischmann,Mr.,Charles,"J. ""Chuck""",Fleischmann,,"FLEISCHMANN,CHARLES",115,"Charles J. ""Chuck"" Fleischmann",R,R,TN,Tennessee,3rd,Chattanooga,RHOB,2410,20515,4203,(202) 225-3271,20181106,20190103
TN04,D000616,"DesJarlais, Scott",Mr. DesJarlais,Mr.,Scott,,DesJarlais,,"DESJARLAIS,SCOTT",115,Scott DesJarlais,R,R,TN,Tennessee,4th,Sherwood,RHOB,2301,20515,4204,(202) 225-6831,20181106,20190103
TN05,C000754,"Cooper, Jim",Mr. Cooper,Mr.,Jim,,Cooper,,"COOPER,JIM",115,Jim Cooper,D,D,TN,Tennessee,5th,Nashville,LHOB,1536,20515,4205,(202) 225-4311,20181106,20190103
TN06,R000612,"Rose, John",Mr. John W. Rose of Tennessee,Mr.,John,W.,Rose,,"ROSE,JOHN",0,John W. Rose,R,R,TN,Tennessee,6th,Cookeville,LHOB,1232,20515,4206,(202) 225-4231,20181106,20190103
TN07,G000590,"Green, Mark",Mr. Green of Tennessee,Mr.,Mark,E.,Green,,"GREEN,MARK",0,Mark E. Green,R,R,TN,Tennessee,7th,Clarksville,CHOB,533,20515,4207,(202) 225-2811,20181106,20190103
TN08,K000392,"Kustoff, David",Mr. Kustoff of Tennessee,Mr.,David,,Kustoff,,"KUSTOFF,DAVID",115,David Kustoff,R,R,TN,Tennessee,8th,Germantown,CHOB,523,20515,4208,(202) 225-4714,20181106,20190103
TN09,C001068,"Cohen, Steve",Mr. Cohen,Mr.,Steve,,Cohen,,"COHEN,STEVE",115,Steve Cohen,D,D,TN,Tennessee,9th,Memphis,RHOB,2104,20515,4209,(202) 225-3265,20181106,20190103
TX01,G000552,"Gohmert, Louie",Mr. Gohmert,Mr.,Louie,,Gohmert,,"GOHMERT,LOUIE",115,Louie Gohmert,R,R,TX,Texas,1st,Tyler,RHOB,2267,20515,4301,(202) 225-3035,20181106,20190103
TX02,C001120,"Crenshaw, Dan",Mr. Crenshaw,Mr.,Dan,,Crenshaw,,"CRENSHAW,DAN",0,Dan Crenshaw,R,R,TX,Texas,2nd,Houston,CHOB,413,20515,4302,(202) 225-6565,20181106,20190103
TX03,T000479,"Taylor, Van",Mr. Taylor,Mr.,Van,,Taylor,,"TAYLOR,VAN",0,Van Taylor,R,R,TX,Texas,3rd,Plano,LHOB,1404,20515,4303,(202) 225-4201,20181106,20190103
TX04,R000601,"Ratcliffe, John",Mr. Ratcliffe,Mr.,John,,Ratcliffe,,"RATCLIFFE,JOHN",115,John Ratcliffe,R,R,TX,Texas,4th,Heath,CHOB,223,20515,4304,(202) 225-6673,20181106,20190103
TX05,G000589,"Gooden, Lance",Mr. Gooden,Mr.,Lance,,Gooden,,"GOODEN,LANCE",0,Lance Gooden,R,R,TX,Texas,5th,Terrell,CHOB,425,20515,4305,(202) 225-3484,20181106,20190103
TX06,W000827,"Wright, Ron",Mr. Wright,Mr.,Ron,,Wright,,"WRIGHT,RON",0,Ron Wright,R,R,TX,Texas,6th,Arlington,CHOB,428,20515,4306,(202) 225-2002,20181106,20190103
TX07,F000468,"Fletcher, Lizzie",Mrs. Fletcher,Mrs.,Lizzie,,Fletcher,,"FLETCHER,LIZZIE",0,Lizzie Fletcher,D,D,TX,Texas,7th,Houston,LHOB,1429,20515,4307,(202) 225-2571,20181106,20190103
TX08,B000755,"Brady, Kevin",Mr. Brady,Mr.,Kevin,,Brady,,"BRADY,KEVIN",115,Kevin Brady,R,R,TX,Texas,8th,The Woodlands,LHOB,1011,20515,4308,(202) 225-4901,20181106,20190103
TX09,G000553,"Green, Al",Mr. Green of Texas,Mr.,Al,,Green,,"GREEN,AL",115,Al Green,D,D,TX,Texas,9th,Houston,RHOB,2347,20515,4309,(202) 225-7508,20181106,20190103
TX10,M001157,"McCaul, Michael",Mr. McCaul,Mr.,Michael,T.,McCaul,,"MCCAUL,MICHAEL",115,Michael T. McCaul,R,R,TX,Texas,10th,Austin,RHOB,2001,20515,4310,(202) 225-2401,20181106,20190103
TX11,C001062,"Conaway, K.",Mr. Conaway,Mr.,K.,Michael,Conaway,,"CONAWAY,K.",115,K. Michael Conaway,R,R,TX,Texas,11th,Midland,RHOB,2469,20515,4311,(202) 225-3605,20181106,20190103
TX12,G000377,"Granger, Kay",Ms. Granger,Ms.,Kay,,Granger,,"GRANGER,KAY",115,Kay Granger,R,R,TX,Texas,12th,Fort Worth,LHOB,1026,20515,4312,(202) 225-5071,20181106,20190103
TX13,T000238,"Thornberry, Mac",Mr. Thornberry,Mr.,Mac,,Thornberry,,"THORNBERRY,MAC",115,Mac Thornberry,R,R,TX,Texas,13th,Clarendon,RHOB,2208,20515,4313,(202) 225-3706,20181106,20190103
TX14,W000814,"Weber, Randy",Mr. Weber of Texas,Mr.,Randy,K.,Weber,Sr.,"WEBER,RANDY",115,"Randy K. Weber, Sr.",R,R,TX,Texas,14th,Friendswood,CHOB,107,20515,4314,(202) 225-2831,20181106,20190103
TX15,G000581,"Gonzalez, Vicente",Mr. Gonzalez of Texas,Mr.,Vicente,,Gonzalez,,"GONZALEZ,VICENTE",115,Vicente Gonzalez,D,D,TX,Texas,15th,McAllen,CHOB,113,20515,4315,(202) 225-2531,20181106,20190103
TX16,E000299,"Escobar, Veronica",Ms. Escobar,Ms.,Veronica,,Escobar,,"ESCOBAR,VERONICA",0,Veronica Escobar,D,D,TX,Texas,16th,El Paso,LHOB,1505,20515,4316,(202) 225-4831,20181106,20190103
TX17,F000461,"Flores, Bill",Mr. Flores,Mr.,Bill,,Flores,,"FLORES,BILL",115,Bill Flores,R,R,TX,Texas,17th,Bryan,RHOB,2228,20515,4317,(202) 225-6105,20181106,20190103
TX18,J000032,"Jackson Lee, Sheila",Ms. Jackson Lee,Ms.,Sheila,,Jackson Lee,,"JACKSONLEE,SHEILA",115,Sheila Jackson Lee,D,D,TX,Texas,18th,Houston,RHOB,2079,20515,4318,(202) 225-3816,20181106,20190103
TX19,A000375,"Arrington, Jodey",Mr. Arrington,Mr.,Jodey,C.,Arrington,,"ARRINGTON,JODEY",115,Jodey C. Arrington,R,R,TX,Texas,19th,Lubbock,LHOB,1029,20515,4319,(202) 225-4005,20181106,20190103
TX20,C001091,"Castro, Joaquin",Mr. Castro of Texas,Mr.,Joaquin,,Castro,,"CASTRO,JOAQUIN",115,Joaquin Castro,D,D,TX,Texas,20th,San Antonio,RHOB,2241,20515,4320,(202) 225-3236,20181106,20190103
TX21,R000614,"Roy, Chip",Mr. Roy,Mr.,Chip,,Roy,,"ROY,CHIP",0,Chip Roy,R,R,TX,Texas,21st,Austin,LHOB,1319,20515,4321,(202) 225-4236,20181106,20190103
TX22,O000168,"Olson, Pete",Mr. Olson,Mr.,Pete,,Olson,,"OLSON,PETE",115,Pete Olson,R,R,TX,Texas,22nd,Sugar Land,RHOB,2133,20515,4322,(202) 225-5951,20181106,20190103
TX23,H001073,"Hurd, Will",Mr. Hurd of Texas,Mr.,Will,,Hurd,,"HURD,WILL",115,Will Hurd,R,R,TX,Texas,23rd,San Antonio,CHOB,317,20515,4323,(202) 225-4511,20181106,20190103
TX24,M001158,"Marchant, Kenny",Mr. Marchant,Mr.,Kenny,,Marchant,,"MARCHANT,KENNY",115,Kenny Marchant,R,R,TX,Texas,24th,Coppell,RHOB,2304,20515,4324,(202) 225-6605,20181106,20190103
TX25,W000816,"Williams, Roger",Mr. Williams,Mr.,Roger,,Williams,,"WILLIAMS,ROGER",115,Roger Williams,R,R,TX,Texas,25th,Austin,LHOB,1708,20515,4325,(202) 225-9896,20181106,20190103
TX26,B001248,"Burgess, Michael",Mr. Burgess,Mr.,Michael,C.,Burgess,,"BURGESS,MICHAEL",115,Michael C. Burgess,R,R,TX,Texas,26th,Pilot Point,RHOB,2161,20515,4326,(202) 225-7772,20181106,20190103
TX27,C001115,"Cloud, Michael",Mr. Cloud,Mr.,Michael,,Cloud,,"CLOUD,MICHAEL",115,Michael Cloud,R,R,TX,Texas,27th,Victoria,LHOB,1314,20515,4327,(202) 225-7742,20181106,20190103
TX28,C001063,"Cuellar, Henry",Mr. Cuellar,Mr.,Henry,,Cuellar,,"CUELLAR,HENRY",115,Henry Cuellar,D,D,TX,Texas,28th,Laredo,RHOB,2372,20515,4328,(202) 225-1640,20181106,20190103
TX29,G000587,"Garcia, Sylvia",Ms. Garcia of Texas,Ms.,Sylvia,R.,Garcia,,"GARCIA,SYLVIA",0,Sylvia R. Garcia,D,D,TX,Texas,29th,Houston,LHOB,1620,20515,4329,(202) 225-1688,20181106,20190103
TX30,J000126,"Johnson, Eddie",Ms. Johnson of Texas,Ms.,Eddie,Bernice,Johnson,,"JOHNSON,EDDIE",115,Eddie Bernice Johnson,D,D,TX,Texas,30th,Dallas,RHOB,2306,20515,4330,(202) 225-8885,20181106,20190103
TX31,C001051,"Carter, John",Mr. Carter of Texas,Mr.,John,R.,Carter,,"CARTER,JOHN",115,John R. Carter,R,R,TX,Texas,31st,Round Rock,RHOB,2110,20515,4331,(202) 225-3864,20181106,20190103
TX32,A000376,"Allred, Colin",Mr. Allred,Mr.,Colin,Z.,Allred,,"ALLRED,COLIN",0,Colin Z. Allred,D,D,TX,Texas,32nd,Dallas,CHOB,328,20515,4332,(202) 225-2231,20181106,20190103
TX33,V000131,"Veasey, Marc",Mr. Veasey,Mr.,Marc,A.,Veasey,,"VEASEY,MARC",115,Marc A. Veasey,D,D,TX,Texas,33rd,Fort Worth,RHOB,2348,20515,4333,(202) 225-9897,20181106,20190103
TX34,V000132,"Vela, Filemon",Mr. Vela,Mr.,Filemon,,Vela,,"VELA,FILEMON",115,Filemon Vela,D,D,TX,Texas,34th,Brownsville,CHOB,307,20515,4334,(202) 225-9901,20181106,20190103
TX35,D000399,"Doggett, Lloyd",Mr. Doggett,Mr.,Lloyd,,Doggett,,"DOGGETT,LLOYD",115,Lloyd Doggett,D,D,TX,Texas,35th,Austin,RHOB,2307,20515,4335,(202) 225-4865,20181106,20190103
TX36,B001291,"Babin, Brian",Mr. Babin,Mr.,Brian,,Babin,,"BABIN,BRIAN",115,Brian Babin,R,R,TX,Texas,36th,Woodville,RHOB,2236,20515,4336,(202) 225-1555,20181106,20190103
UT01,B001250,"Bishop, Rob",Mr. Bishop of Utah,Mr.,Rob,,Bishop,,"BISHOP,ROB",115,Rob Bishop,R,R,UT,Utah,1st,Brigham City,CHOB,123,20515,4401,(202) 225-0453,20181106,20190103
UT02,S001192,"Stewart, Chris",Mr. Stewart,Mr.,Chris,,Stewart,,"STEWART,CHRIS",115,Chris Stewart,R,R,UT,Utah,2nd,Farmington,RHOB,2242,20515,4402,(202) 225-9730,20181106,20190103
UT03,C001114,"Curtis, John",Mr. Curtis,Mr.,John,R.,Curtis,,"CURTIS,JOHN",115,John R. Curtis,R,R,UT,Utah,3rd,Provo,CHOB,125,20515,4403,(202) 225-7751,20181106,20190103
UT04,M001209,"McAdams, Ben",Mr. McAdams,Mr.,Ben,,McAdams,,"MCADAMS,BEN",0,Ben McAdams,D,D,UT,Utah,4th,Salt Lake City,CHOB,130,20515,4404,(202) 225-3011,20181106,20190103
VA01,W000804,"Wittman, Robert",Mr. Wittman,Mr.,Robert,J.,Wittman,,"WITTMAN,ROBERT",115,Robert J. Wittman,R,R,VA,Virginia,1st,Montross,RHOB,2055,20515,4601,(202) 225-4261,20181106,20190103
VA02,L000591,"Luria, Elaine",Mrs. Luria,Mrs.,Elaine,G.,Luria,,"LURIA,ELAINE",0,Elaine G. Luria,D,D,VA,Virginia,2nd,Norfolk,CHOB,534,20515,4602,(202) 225-4215,20181106,20190103
VA03,S000185,"Scott, Robert",Mr. Scott of Virginia,Mr.,Robert,"C. ""Bobby""",Scott,,"SCOTT,ROBERT",115,"Robert C. ""Bobby"" Scott",D,D,VA,Virginia,3rd,Newport News,LHOB,1201,20515,4603,(202) 225-8351,20181106,20190103
VA04,M001200,"McEachin, A.",Mr. McEachin,Mr.,A.,Donald,McEachin,,"MCEACHIN,A.",115,A. Donald McEachin,D,D,VA,Virginia,4th,Richmond,CHOB,314,20515,4604,(202) 225-6365,20181106,20190103
VA05,R000611,"Riggleman, Denver",Mr. Riggleman,Mr.,Denver,,Riggleman,,"RIGGLEMAN,DENVER",0,Denver Riggleman,R,R,VA,Virginia,5th,Manassas,LHOB,1022,20515,4605,(202) 225-4711,20181106,20190103
VA06,C001118,"Cline, Ben",Mr. Cline,Mr.,Ben,,Cline,,"CLINE,BEN",0,Ben Cline,R,R,VA,Virginia,6th,Rockbridge,LHOB,1009,20515,4606,(202) 225-5431,20181106,20190103
VA07,S001209,"Spanberger, Abigail",Ms. Spanberger,Ms.,Abigail,Davis,Spanberger,,"SPANBERGER,ABIGAIL",0,Abigail Davis Spanberger,D,D,VA,Virginia,7th,Glen Allen,LHOB,1239,20515,4607,(202) 225-2815,20181106,20190103
VA08,B001292,"Beyer, Donald",Mr. Beyer,Mr.,Donald,S.,Beyer,Jr.,"BEYER,DONALD",115,"Donald S. Beyer, Jr.",D,D,VA,Virginia,8th,Alexandria,LHOB,1119,20515,4608,(202) 225-4376,20181106,20190103
VA09,G000568,"Griffith, H.",Mr. Griffith,Mr.,H.,Morgan,Griffith,,"GRIFFITH,H.",115,H. Morgan Griffith,R,R,VA,Virginia,9th,Salem,RHOB,2202,20515,4609,(202) 225-3861,20181106,20190103
VA10,W000825,"Wexton, Jennifer",Ms. Wexton,Ms.,Jennifer,,Wexton,,"WEXTON,JENNIFER",0,Jennifer Wexton,D,D,VA,Virginia,10th,Leesburg,LHOB,1217,20515,4610,(202) 225-5136,20181106,20190103
VA11,C001078,"Connolly, Gerald",Mr. Connolly,Mr.,Gerald,E.,Connolly,,"CONNOLLY,GERALD",115,Gerald E. Connolly,D,D,VA,Virginia,11th,Fairfax,RHOB,2238,20515,4611,(202) 225-1492,20181106,20190103
VI00,P000610,"Plaskett, Stacey",Ms. Plaskett,Ms.,Stacey,E.,Plaskett,,"PLASKETT,STACEY",115,Stacey E. Plaskett,D,D,VI,Virgin Islands,Delegate,St. Croix,RHOB,2404,20515,5500,(202) 225-1790,20181106,20190109
VT00,W000800,"Welch, Peter",Mr. Welch,Mr.,Peter,,Welch,,"WELCH,PETER",115,Peter Welch,D,D,VT,Vermont,At Large,Norwich,RHOB,2187,20515,4500,(202) 225-4115,20181106,20190103
WA01,D000617,"DelBene, Suzan",Ms. DelBene,Ms.,Suzan,K.,DelBene,,"DELBENE,SUZAN",115,Suzan K. DelBene,D,D,WA,Washington,1st,Medina,RHOB,2330,20515,4701,(202) 225-6311,20181106,20190103
WA02,L000560,"Larsen, Rick",Mr. Larsen of Washington,Mr.,Rick,,Larsen,,"LARSEN,RICK",115,Rick Larsen,D,D,WA,Washington,2nd,Everett,RHOB,2113,20515,4702,(202) 225-2605,20181106,20190103
WA03,H001056,"Herrera Beutler, Jaime",Ms. Herrera Beutler,Ms.,Jaime,,Herrera Beutler,,"HERRERABEUTLER,JAIME",115,Jaime Herrera Beutler,R,R,WA,Washington,3rd,Battle Ground,RHOB,2352,20515,4703,(202) 225-3536,20181106,20190103
WA04,N000189,"Newhouse, Dan",Mr. Newhouse,Mr.,Dan,,Newhouse,,"NEWHOUSE,DAN",115,Dan Newhouse,R,R,WA,Washington,4th,Sunnyside,LHOB,1414,20515,4704,(202) 225-5816,20181106,20190103
WA05,M001159,"Rodgers, Cathy",Mrs. Rodgers of Washington,Mrs.,Cathy,McMorris,Rodgers,,"RODGERS,CATHY",115,Cathy McMorris Rodgers,R,R,WA,Washington,5th,Spokane,LHOB,1035,20515,4705,(202) 225-2006,20181106,20190103
WA06,K000381,"Kilmer, Derek",Mr. Kilmer,Mr.,Derek,,Kilmer,,"KILMER,DEREK",115,Derek Kilmer,D,D,WA,Washington,6th,Gig Harbor,LHOB,1410,20515,4706,(202) 225-5916,20181106,20190103
WA07,J000298,"Jayapal, Pramila",Ms. Jayapal,Ms.,Pramila,,Jayapal,,"JAYAPAL,PRAMILA",115,Pramila Jayapal,D,D,WA,Washington,7th,Seattle,LHOB,1510,20515,4707,(202) 225-3106,20181106,20190103
WA08,S001216,"Schrier, Kim",Ms. Schrier,Ms.,Kim,,Schrier,,"SCHRIER,KIM",0,Kim Schrier,D,D,WA,Washington,8th,Sammamish,LHOB,1123,20515,4708,(202) 225-7761,20181106,20190103
WA09,S000510,"Smith, Adam",Mr. Smith of Washington,Mr.,Adam,,Smith,,"SMITH,ADAM",115,Adam Smith,D,D,WA,Washington,9th,Bellevue,RHOB,2264,20515,4709,(202) 225-8901,20181106,20190103
WA10,H001064,"Heck, Denny",Mr. Heck,Mr.,Denny,,Heck,,"HECK,DENNY",115,Denny Heck,D,D,WA,Washington,10th,Olympia,RHOB,2452,20515,4710,(202) 225-9740,20181106,20190103
WI01,S001213,"Steil, Bryan",Mr. Steil,Mr.,Bryan,,Steil,,"STEIL,BRYAN",0,Bryan Steil,R,R,WI,Wisconsin,1st,Janesville,LHOB,1408,20515,4901,(202) 225-3031,20181106,20190103
WI02,P000607,"Pocan, Mark",Mr. Pocan,Mr.,Mark,,Pocan,,"POCAN,MARK",115,Mark Pocan,D,D,WI,Wisconsin,2nd,Vermont,LHOB,1421,20515,4902,(202) 225-2906,20181106,20190103
WI03,K000188,"Kind, Ron",Mr. Kind,Mr.,Ron,,Kind,,"KIND,RON",115,Ron Kind,D,D,WI,Wisconsin,3rd,La Crosse,LHOB,1502,20515,4903,(202) 225-5506,20181106,20190103
WI04,M001160,"Moore, Gwen",Ms. Moore,Ms.,Gwen,,Moore,,"MOORE,GWEN",115,Gwen Moore,D,D,WI,Wisconsin,4th,Milwaukee,RHOB,2252,20515,4904,(202) 225-4572,20181106,20190103
WI05,S000244,"Sensenbrenner, F.",Mr. Sensenbrenner,Mr.,F.,James,Sensenbrenner,Jr.,"SENSENBRENNER,F.",115,"F. James Sensenbrenner, Jr.",R,R,WI,Wisconsin,5th,Menomonee Falls,RHOB,2449,20515,4905,(202) 225-5101,20181106,20190103
WI06,G000576,"Grothman, Glenn",Mr. Grothman,Mr.,Glenn,,Grothman,,"GROTHMAN,GLENN",115,Glenn Grothman,R,R,WI,Wisconsin,6th,Glenbeulah,LHOB,1427,20515,4906,(202) 225-2476,20181106,20190103
WI07,D000614,"Duffy, Sean",Mr. Duffy,Mr.,Sean,P.,Duffy,,"DUFFY,SEAN",115,Sean P. Duffy,R,R,WI,Wisconsin,7th,Wausau,LHOB,1714,20515,4907,(202) 225-3365,20181106,20190103
WI08,G000579,"Gallagher, Mike",Mr. Gallagher,Mr.,Mike,,Gallagher,,"GALLAGHER,MIKE",115,Mike Gallagher,R,R,WI,Wisconsin,8th,Green Bay,LHOB,1230,20515,4908,(202) 225-5665,20181106,20190103
WV01,M001180,"McKinley, David",Mr. McKinley,Mr.,David,B.,McKinley,,"MCKINLEY,DAVID",115,David B. McKinley,R,R,WV,West Virginia,1st,Wheeling,RHOB,2239,20515,4801,(202) 225-4172,20181106,20190103
WV02,M001195,"Mooney, Alexander",Mr. Mooney of West Virginia,Mr.,Alexander,X.,Mooney,,"MOONEY,ALEXANDER",115,Alexander X. Mooney,R,R,WV,West Virginia,2nd,Charles Town,RHOB,2440,20515,4802,(202) 225-2711,20181106,20190103
WV03,M001205,"Miller, Carol",Mrs. Miller,Mrs.,Carol,D.,Miller,,"MILLER,CAROL",0,Carol D. Miller,R,R,WV,West Virginia,3rd,Huntington,LHOB,1605,20515,4803,(202) 225-3452,20181106,20190103
WY00,C001109,"Cheney, Liz",Ms. Cheney,Ms.,Liz,,Cheney,,"CHENEY,LIZ",115,Liz Cheney,R,R,WY,Wyoming,At Large,Wilson,CHOB,416,20515,5000,(202) 225-2311,20181106,20190103
